CODE;DATE_COLLECTE;DATE_HEURE_DEBUT;DATE_HEURE_FIN;MISSION;IMMAT;LIBELLE_CIRCUIT;TEMPS_D_ACTIVITE;TEMPS_D_ARRET;TEMPS_DE_MOTEUR_OFF;TEMPS_DE_PAUSE;TEMPS_DE_MARCHE_ARRIERE;TEMPS_DE_SERVICE;KM_D_ACTIVITE;KM_DE_HLP;KM_DE_MARCHE_ARRIERE;KM_DE_SERVICE;SOURCE;CODE_CIRCUIT;SECTEUR_CIRCUIT;TOURNEE_CIRCUIT;JOURS_CIRCUIT;FLUX_CIRCUIT
AUTO34935;2/10/2023;2/10/2023;2/10/2023;Collecte;FnZSedjmt4;NE_T18_GRE ESPLANADE J JAURES_MAR VEN_CS_110021;8238;663;630;;186;19512;7,57;43,25;0,14;50,82;GAM;110021;NE;T18;MAR VEN;CS
AUTO34943;2/10/2023;2/10/2023;;Collecte;o9wlc4qekx;;242;1963;;;242;0;0,08;33,88;0,08;33,96;GAM;;;;;
AUTO34930;2/10/2023;2/10/2023;2/10/2023;Collecte;48siz8x96i;NE_T17_GRE GRENETTE MALHERBE_LUN JEU_OMR_110006;0;;;;;8;0;0;;0;GAM;110006;NE;T17;LUN JEU;OMR
AUTO34937;2/10/2023;2/10/2023;2/10/2023;Collecte;jvdwb1fexp;NE_T15_GRE POULAT CASERNE BONNE_LUN JEU_OMR_110023;38;60;1460;;;13647;0,03;23,15;;23,18;GAM;110023;NE;T15;LUN JEU;OMR
AUTO34938;2/10/2023;2/10/2023;2/10/2023;Collecte;48siz8x96i;NE_T13_GRE ST URS HOCHE J ARC_ LUN JEU_OMR_110015;5621;994;564;;31;15097;5,08;23,96;0,03;29,04;GAM;110015;NE;T13; LUN JEU;OMR
AUTO34936;2/10/2023;2/10/2023;2/10/2023;Collecte;9zz5ph3zpi;NE_T17_GRE GRENETTE MALHERBE_LUN JEU_OMR_110006;170;1465;2986;;170;18863;0,05;26,01;0,05;26,06;GAM;110006;NE;T17;LUN JEU;OMR
AUTO34939;2/10/2023;2/10/2023;2/10/2023;Collecte;duh6ayfpwb;NO_T09_GRE MARTYRS_LUN JEU_CS_151005;5276;1500;648;;;17510;4,67;39,26;;43,93;GAM;151005;NO;T09;LUN JEU;CS
AUTO34940;2/10/2023;2/10/2023;;Collecte;37qykhmywu;NE_T06_SMH COLLECTIF_LUN_OMR_101012;59;445;5499;;59;0;0;23,63;0;23,63;GAM;101012;NE;T06;LUN;OMR
AUTO34941;2/10/2023;2/10/2023;2/10/2023;Collecte;fknz9lrv64;NO_T15_MINI BENNE_LUN_CS_134010;0;1106;;;;12200;0;69,69;;69,69;GAM;134010;NO;T15;LUN;CS
AUTO34946;2/10/2023;2/10/2023;;Collecte;qvjjsw3qoz;;98;2566;20399;;98;0;0,04;11,07;0,04;11,11;GAM;;;;;
AUTO34944;2/10/2023;2/10/2023;;Transport;5eitxzjt9l;;0;7820;2058;;;0;0;84,4;;84,4;GAM;;;;;
AUTO34945;2/10/2023;2/10/2023;;Transport;61FRWBjauh;;919;9163;609;;919;0;0,33;64,83;0,33;65,16;GAM;;;;;
AUTO34949;2/10/2023;2/10/2023;;Collecte;csu9voc7bl;;146;314;;;146;0;0,05;59,6;0,05;59,65;GAM;;;;;
AUTO34950;2/10/2023;2/10/2023;;Collecte PAV;37ix70x3dv;;207;5771;;;207;0;0,07;78,39;0,07;78,46;GAM;;;;;
AUTO34947;2/10/2023;2/10/2023;2/10/2023;Collecte PAV;8qtjzvpvsd;circuit libre;106;9135;384;;106;17302;0,07;48,93;0,07;49;GAM;;circuit libre;;;
AUTO34948;2/10/2023;2/10/2023;2/10/2023;Collecte PAV;cewxgzybhe;TEST PAV_1771_LA LUIRE_MER_CS_170005;272;14432;;;272;21361;0,15;68,69;0,15;68,84;GAM;170005;TEST PAV;1771;MER;CS
AUTO33909;12/9/2023;12/9/2023;;Transport;aef992hscu;;424;1653;3940;;424;0;0,36;102,39;0,36;102,75;GAM;;;;;
AUTO111727;12/9/2023;12/9/2023;12/9/2023;Collecte;La6X1LIsmI;;0;;;;;3669;0;9,65;;9,65;Eco-dechet;;;;;
AUTO111728;12/9/2023;12/9/2023;12/9/2023;Collecte;nZpkUZ9xvj;;0;;;;;30447;0;59,99;;59,99;Eco-dechet;;;;;
AUTO111712;12/9/2023;12/9/2023;12/9/2023;Collecte;FKMniUL5qh;GRE Ile Verte 1721 MAR DALIM;0;;;;;20053;0;78,54;;78,54;Eco-dechet;;;;;
AUTO111731;12/9/2023;12/9/2023;12/9/2023;Collecte;g6Qe0CSkCl;;0;;;;;22921;0;57,48;;57,48;Eco-dechet;;;;;
AUTO111720;12/9/2023;12/9/2023;12/9/2023;Collecte;lmRULFOu4I;SUD_T02_POISAT EYBENS VILLAGE_MAR_OMR_991;0;;;;;18494;0;59,74;;59,74;Eco-dechet;;;;;
AUTO111721;12/9/2023;12/9/2023;;Collecte;6C1GvVqYtY;MEYLAN - MAR - 1714;0;;;;;0;0;127,45;;127,45;Eco-dechet;;;;;
AUTO111724;12/9/2023;12/9/2023;12/9/2023;Collecte;ZwYrotlxXp;NO_T08_SMH NO_MAR_DALIM_1725;0;;;;;8935;0;49,03;;49,03;Eco-dechet;;;;;
AUTO111742;12/9/2023;12/9/2023;;Collecte;G9r6AqnDss;NO_T09_GREN T3_MAR_DALIM_1728;0;;;;;0;0;88,98;;88,98;Eco-dechet;;;;;
AUTO111746;12/9/2023;12/9/2023;;Collecte;La6X1LIsmI;NOYAREY 1802 MAR OMR V2;0;;;;;0;0;103,28;;103,28;Eco-dechet;;;;;
AUTO36561;31/10/2023;31/10/2023;;Collecte;o4d9t8p252;NE_T09_SMH COLLECTIF_MAR_CS_101015;5347;1960;1982;;266;0;9,31;38,12;0,09;47,43;GAM;101015;NE;T09;MAR;CS
AUTO36562;31/10/2023;31/10/2023;31/10/2023;Collecte;o9wlc4qekx;NE_T19_GRE CONDORCET G RAMBAUD_MAR VEN_CS_110022;95;405;2252;;95;16734;0,05;46,18;0,05;46,23;GAM;110022;NE;T19;MAR VEN;CS
AUTO36563;31/10/2023;31/10/2023;31/10/2023;Collecte;htl2qtq856;GS_T02_VARCES EST_MAR_OMR_128013;9292;198;3831;;150;19590;15,5;64,97;0,07;80,47;GAM;128013;GS;T02;MAR;OMR
AUTO36564;31/10/2023;31/10/2023;;Collecte;egru8o9gip;NE_T04_DOMENE EST_MAR VEN_OMR_112009;11515;60;;;74;0;19,17;45,17;0,03;64,34;GAM;112009;NE;T04;MAR VEN;OMR
AUTO36565;31/10/2023;31/10/2023;31/10/2023;Collecte;ukgs1JXztl;NO_T02_FONTAINE_MAR_OMR_131003;8997;505;;;36;14827;12,2;24,7;0,01;36,9;GAM;131003;NO;T02;MAR;OMR
AUTO36566;31/10/2023;31/10/2023;31/10/2023;Collecte;912yxz768z;GS_T01_GUA VARC VIF_MAR_OMR_160010;6386;60;1755;;90;18132;10,06;104,28;0,03;114,34;GAM;160010;GS;T01;MAR;OMR
AUTO36567;31/10/2023;31/10/2023;31/10/2023;Collecte;chy6rxpckl;GS_T04_STGC VLH GAUCHE URIAGE_MAR_OMR;0;60;291;;;14519;0;57,08;;57,08;GAM;;GS;T04;MAR;OMR
AUTO36568;31/10/2023;31/10/2023;;Collecte;7lqyjw34p3;NO_T08_ST MARTIN LE VI_MAR_OMR_143008;11924;60;653;;142;0;20,84;56,35;0,08;77,19;GAM;143008;NO;T08;MAR;OMR
AUTO36569;31/10/2023;31/10/2023;;Collecte;37qykhmywu;NE_T06_SMH COLLECTIF_MAR_CS_101012;34;1367;4920;;34;0;0,01;20,88;0,01;20,89;GAM;101012;NE;T06;MAR;CS
AUTO36570;31/10/2023;31/10/2023;;Collecte;pgf8clwyux;NO_T07_ST EGREVE SUD_MAR_OMR_142007;99;781;840;;99;0;0,06;58,7;0,06;58,76;GAM;142007;NO;T07;MAR;OMR
AUTO36571;31/10/2023;31/10/2023;31/10/2023;Collecte;y7gjux7fmc;NO_T13_GRE CHORIER_MAR VEN_OMR_151004;10106;27;3000;;114;18976;11,13;31,44;0,04;42,57;GAM;151004;NO;T13;MAR VEN;OMR
AUTO36572;31/10/2023;31/10/2023;;Collecte;j364urbaz5;NE_T01_TRONC MEY S2_MAR VEN_CS_110004;11237;2121;36;;230;0;17,03;14,47;0,11;31,5;GAM;110004;NE;T01;MAR VEN;CS
AUTO36573;31/10/2023;31/10/2023;31/10/2023;Collecte;1hx5205tl5;NO_T12_GRE BERRIAT_MAR VEN_OMR_151006;0;473;527;;;14191;0;28,57;;28,57;GAM;151006;NO;T12;MAR VEN;OMR
AUTO36588;31/10/2023;31/10/2023;;Nettoiement;ii2vc21row;;480;2676;3426;;480;0;0,18;67,41;0,18;67,59;GAM;;;;;
AUTO36589;31/10/2023;31/10/2023;31/10/2023;Collecte;eiffgae8rm;;2139;60;;;47;2686;2,69;3,58;0,03;6,27;GAM;;;;;
AUTO36575;31/10/2023;31/10/2023;;Collecte;RJCrNlKBLn;NO_T07_ST EGREVE SUD_VEN_OMR_142007;161;1319;2409;;161;0;0,1;55,96;0,1;56,06;GAM;142007;NO;T07;VEN;OMR
AUTO36574;31/10/2023;31/10/2023;31/10/2023;Collecte;pvqkjig664;NE_T02_CORENC LE HT tra_MAR_CS_111008;0;194;;;;10835;0;21,84;;21,84;GAM;111008;NE;T02;MAR;CS
AUTO36576;31/10/2023;31/10/2023;31/10/2023;Collecte;3xwgytolne;NO_T16_GRE 20EME RENF_MAR_OMR_151999;296;1398;;;296;18510;0,17;63,14;0,17;63,31;GAM;151999;NO;T16;MAR;OMR
AUTO36578;31/10/2023;31/10/2023;;Collecte;uwr44zs7w5;NE_T08_SMH COLLECTIF_MAR_CS_101014;50;4789;3808;;50;0;0,03;86,58;0,03;86,61;GAM;101014;NE;T08;MAR;CS
AUTO36577;31/10/2023;31/10/2023;;Collecte;bat8lwethv;NE_T12_GRE REY ABBAYE_MAR VEN_CS_110007;0;4380;4074;;;0;0;25,37;;25,37;GAM;110007;NE;T12;MAR VEN;CS
AUTO36579;31/10/2023;31/10/2023;31/10/2023;Collecte;vnudajkzk5;A NE_T05_SMH COLLECTIF_MAR_CS_101023;182;2861;29;;182;12301;0,08;35,76;0,08;35,84;GAM;101023;A NE;T05;MAR;CS
AUTO36580;31/10/2023;31/10/2023;;Collecte;jvdwb1fexp;NE_T10_GRE HUGO TEISSEIRE_MAR VEN_CS_110008;243;213;;;;0;1,24;11,49;;12,73;GAM;110008;NE;T10;MAR VEN;CS
AUTO36591;31/10/2023;31/10/2023;;Collecte;vhxnkra4on;;10229;60;4729;;;0;7,13;10,48;;17,61;GAM;;;;;
AUTO36590;31/10/2023;31/10/2023;;Collecte;FnZSedjmt4;;8123;23;4157;;23;0;7,4;41,3;0,01;48,7;GAM;;;;;
AUTO36581;31/10/2023;31/10/2023;31/10/2023;Collecte;9zz5ph3zpi;NE_T13_GRE ST URS HOCHE J ARC_ MAR VEN_CS_110015;16;551;4205;;16;16904;0;24,51;0;24,51;GAM;110015;NE;T13; MAR VEN;CS
AUTO36582;31/10/2023;31/10/2023;;Collecte;g8k9apcqfs;NE_T14_GRE VERDUN JOUHAUX_MAR_CS_110009;0;4595;2195;;;0;0;20,38;;20,38;GAM;110009;NE;T14;MAR;CS
AUTO36583;31/10/2023;31/10/2023;31/10/2023;Collecte;xbq43ggoqh; TEST NE_T08_SMH COLLECTIF_LUN_OMR_101014 estivale;0;;;;;96;0;0,04;;0,04;GAM;; TEST NE;T08;LUN;OMR
AUTO36584;31/10/2023;31/10/2023;;Collecte;zp1g9jrpi1;NO_T14_GRE EAUX C_MAR VEN_OMR_151007;87;1016;;;87;0;0,02;58,53;0,02;58,55;GAM;151007;NO;T14;MAR VEN;OMR
AUTO33817;11/9/2023;11/9/2023;;Collecte;59av7mpv00;SUD_T08_IDENTIF_LUN_CS_120059;10221;37;;;62;0;9,38;20,7;0;30,08;GAM;120059;SUD;T08;LUN;CS
AUTO33818;11/9/2023;11/9/2023;;Collecte;uqvjh3gzxu;SUD_T10_IDENTIF_LUN_CS_120063;13682;60;;;94;0;16,14;28,02;0,03;44,16;GAM;120063;SUD;T10;LUN;CS
AUTO33826;11/9/2023;11/9/2023;;Collecte;7nHTChwECF;;8480;46;;;68;0;13,31;30,59;0,03;43,9;GAM;;;;;
AUTO33819;11/9/2023;11/9/2023;;Collecte;3vd60rp65f;SUD_T02_ECH GRE COLL_LUN_CS P_120034;2779;1431;3412;;;0;3,3;27,08;;30,38;GAM;120034;SUD;T02;LUN;CS P
AUTO33820;11/9/2023;11/9/2023;;Collecte;9tcc9i42vm;GS_T07_VIF 2_LUN_OMR_129016;65;541;;;65;0;0,03;84,8;0,03;84,83;GAM;129016;GS;T07;LUN;OMR
AUTO33821;11/9/2023;11/9/2023;11/9/2023;Collecte;1t8IcmYe1z;SUD_T09_IDENTIF_LUN_CS_120061;12431;219;2182;;27;18595;10,99;20,87;0;31,86;GAM;120061;SUD;T09;LUN;CS
AUTO33822;11/9/2023;11/9/2023;;Collecte;o9wlc4qekx;SUD_T06_CLAIX HT_LUN_OMR_120051;112;246;2354;;112;0;0,13;56,35;0,13;56,48;GAM;120051;SUD;T06;LUN;OMR
AUTO33828;11/9/2023;11/9/2023;11/9/2023;Collecte;57igmhyovd;;21;450;2213;;21;7470;0,01;22,99;0,01;23;GAM;;;;;
AUTO33829;11/9/2023;11/9/2023;;Transport;5eitxzjt9l;;0;8951;60;;;0;0;85,6;;85,6;GAM;;;;;
AUTO33830;11/9/2023;11/9/2023;;Transport;aef992hscu;;595;2901;7347;;595;0;0,43;72,61;0,43;73,04;GAM;;;;;
AUTO33831;11/9/2023;11/9/2023;11/9/2023;Collecte;q730PF01SD;TEST SUD_T01_ECH COLL_JEU_CS_120005;0;101;;;;101;0;0;;0;GAM;120005;TEST SUD;T01;JEU;CS
AUTO33832;11/9/2023;11/9/2023;11/9/2023;Collecte;q730PF01SD;SUD_T01_ECH COLL VILLAS_JEU_CS_120026;0;1060;;;;6069;0;23,85;;23,85;GAM;120026;SUD;T01;JEU;CS
AUTO33833;11/9/2023;11/9/2023;11/9/2023;Collecte;q730PF01SD;TEST SUD_T01_ECH COLL_JEU_CS_120005;0;26;;;;3886;0;18,45;;18,45;GAM;120005;TEST SUD;T01;JEU;CS
AUTO33834;11/9/2023;11/9/2023;11/9/2023;Collecte;q730PF01SD;TEST SUD_T01_ECH COLL_JEU_CS_120005;0;;;;;1190;0;5,79;;5,79;GAM;120005;TEST SUD;T01;JEU;CS
AUTO33936;13/9/2023;13/9/2023;;Collecte;BqsVQSMm80;;9102;254;5478;;78;0;13,08;21,17;0,05;34,25;GAM;;;;;
AUTO33910;13/9/2023;13/9/2023;;Collecte;uzqctwc7pp;NE_T04_DOMENE EST_MAR VEN_OMR_112009;59;60;8775;;59;0;0,01;58,57;0,01;58,58;GAM;112009;NE;T04;MAR VEN;OMR
AUTO33911;13/9/2023;13/9/2023;13/9/2023;Collecte;ukgs1JXztl;NO_T02_SEYSSINET PER_MER_CS_134009;6292;345;;;;8829;7,56;6,51;;14,07;GAM;134009;NO;T02;MER;CS
AUTO33912;13/9/2023;13/9/2023;13/9/2023;Collecte;87haddx1cc;GS_T03_CHAMP SUR DRAC_MER_OMR;202;536;726;;202;20494;0,2;39,1;0,2;39,3;GAM;;GS;T03;MER;OMR
AUTO33913;13/9/2023;13/9/2023;;Collecte;jvdwb1fexp;NE_T08 ZIZA_SMH_MER_FIB_101022;108;1452;;;;0;0,3;45,37;;45,67;GAM;101022;NE;T08 ZIZA;MER;FIB
AUTO33914;13/9/2023;13/9/2023;13/9/2023;Collecte;o4d9t8p252;NE_T09 ZIZA_TRONC MEY_MER_DIB_101024;8459;668;1839;;145;15226;17,39;21,82;0,11;39,21;GAM;101024;NE;T09 ZIZA;MER;DIB
AUTO33915;13/9/2023;13/9/2023;13/9/2023;Collecte;912yxz768z;GS_T01_VARCES LOGETTES_MER_CS_160007;8731;552;1590;;115;18477;16,77;71,43;0,05;88,2;GAM;160007;GS;T01;MER;CS
AUTO33916;13/9/2023;13/9/2023;;Collecte;bba8ef2dvl;NO_T03_SEYSSINET VER_MER_CS_134009;8321;539;1337;;24;0;14,9;47,83;0,01;62,73;GAM;134009;NO;T03;MER;CS
AUTO33917;13/9/2023;13/9/2023;13/9/2023;Collecte;qvjjsw3qoz;NE_T10 ZIZA_TRONC DOM_MER_FIB_101026;23;87;310;;23;13857;0,01;44,2;0,01;44,21;GAM;101026;NE;T10 ZIZA;MER;FIB
AUTO33918;13/9/2023;13/9/2023;;Collecte;chy6rxpckl;GS_T04_CHPD NDM STBS_MER_OMR;0;198;1509;;;0;0;62,5;;62,5;GAM;;GS;T04;MER;OMR
AUTO33919;13/9/2023;13/9/2023;13/9/2023;Collecte;claael2j88;NO_ZIZA OMR_SEYSSINS R_MER_DIB_143010;76;714;7847;;76;19028;0,03;45,72;0,03;45,75;GAM;143010;NO;ZIZA OMR;MER;DIB
AUTO33937;13/9/2023;13/9/2023;;Collecte;y7gjux7fmc;;7480;651;3180;;308;0;7,54;35,9;0,24;43,44;GAM;;;;;
AUTO33921;13/9/2023;13/9/2023;13/9/2023;Collecte;pgf8clwyux;NO_T05_SECTEUR DRAC_MER_CS_134008;85;771;1342;;85;17274;0,05;39,97;0,05;40,02;GAM;134008;NO;T05;MER;CS
AUTO33920;13/9/2023;13/9/2023;13/9/2023;Collecte;qshw7egqjb;NE_T16_MEYLAN LE HAUT_MER_OMR_115006;9814;210;3026;;93;18221;17,74;17,47;0,04;35,21;GAM;115006;NE;T16;MER;OMR
AUTO33939;13/9/2023;13/9/2023;13/9/2023;Collecte;0jbxz085fw;;0;466;;;;3468;0;13,83;;13,83;GAM;;;;;
AUTO33922;13/9/2023;13/9/2023;;Collecte;lwijga02re;GS_T02_VARCES OUEST ZA_MER_OMR_128014;138;1291;1177;;138;0;0,09;90,5;0,09;90,59;GAM;128014;GS;T02;MER;OMR
AUTO33923;13/9/2023;13/9/2023;;Collecte;AhnI9sMNTj;NO_ZIZA OMR_FALLAI VOU_MER_DIB_130004;7204;353;3778;;126;0;7,07;47,83;0,1;54,9;GAM;130004;NO;ZIZA OMR;MER;DIB
AUTO33924;13/9/2023;13/9/2023;13/9/2023;Collecte;ux94b14wke;NO_ZIZA FIB_ST EGREVE_MER_FIB_130001;5165;226;;;20;6482;10,81;6,05;0,04;16,86;GAM;130001;NO;ZIZA FIB;MER;FIB
AUTO33938;13/9/2023;13/9/2023;;Collecte;ighzc1n730;;1482;906;375;;;0;2,15;51,52;;53,67;GAM;;;;;
AUTO33925;13/9/2023;13/9/2023;13/9/2023;Collecte;h7qn96fkxd;NE_T07 ZIZA_GIERES_MER_DIB_101025;6101;1845;3751;;;16931;6,62;30,15;;36,77;GAM;101025;NE;T07 ZIZA;MER;DIB
AUTO33940;13/9/2023;13/9/2023;;Collecte;eiffgae8rm;;5881;60;5197;;29;0;10,01;13,6;0,03;23,61;GAM;;;;;
AUTO33926;13/9/2023;13/9/2023;13/9/2023;Collecte;egru8o9gip;NE_T04_VENON_MER_CS_110026;7849;60;2522;;57;14387;13;20,49;0,01;33,49;GAM;110026;NE;T04;MER;CS
AUTO33927;13/9/2023;13/9/2023;13/9/2023;Collecte;xbq43ggoqh;NE_T11_DOMENE OUEST_MER_CS_112010;4651;220;3314;;219;16914;5,36;42,1;0,03;47,46;GAM;112010;NE;T11;MER;CS
AUTO33928;13/9/2023;13/9/2023;;Collecte;ih6g9vhdlz;NO_ZIZA OMR_ST EGREVE_MER_DIB_130001;46;708;5188;;46;0;0,02;58,76;0,02;58,78;GAM;130001;NO;ZIZA OMR;MER;DIB
AUTO34869;29/9/2023;29/9/2023;;Collecte PAV;37ix70x3dv;;109;4367;2539;;109;0;0,07;60,67;0,07;60,74;GAM;;;;;
AUTO34868;29/9/2023;29/9/2023;29/9/2023;Collecte PAV;cewxgzybhe;TEST PAV_1771_LA LUIRE_MER_CS_170005;430;8106;317;;430;19426;0,28;92,05;0,28;92,33;GAM;170005;TEST PAV;1771;MER;CS
AUTO34870;29/9/2023;29/9/2023;29/9/2023;Collecte PAV;Mbtg7C288o;;69;2214;7;;69;11744;0,03;45;0,03;45,03;GAM;;;;;
AUTO34871;29/9/2023;29/9/2023;29/9/2023;Collecte;dcw2igdtrd;SUD_T MINI_PN GRE ECH CLX PCLX_ MAR_OMR_120067;0;;;;;1293;0;7,42;;7,42;GAM;120067;SUD;T MINI; MAR;OMR
AUTO34873;29/9/2023;29/9/2023;;Collecte;ro9qinohi0;SUD_T01_ECH COLL VILLAS_VEN_OMR_120005;9406;24;;;86;0;12,48;51,05;0,03;63,53;GAM;120005;SUD;T01;VEN;OMR
AUTO34874;29/9/2023;29/9/2023;;Collecte;72hgb55djb;SUD_T07_HERBEYS_VEN_OMR_120002;0;1217;2868;;;0;0;64,58;;64,58;GAM;120002;SUD;T07;VEN;OMR
AUTO34875;29/9/2023;29/9/2023;29/9/2023;Collecte;oxe1pddfqt;SUD_T11_IDENTIF_VEN_OMR_120066;12113;60;;;68;19089;14,32;39,72;0,05;54,04;GAM;120066;SUD;T11;VEN;OMR
AUTO34876;29/9/2023;29/9/2023;29/9/2023;Collecte;y2qwjva4su;GS_T08_VIZILLE_VEN_OMR_160005;8982;41;750;;58;15115;12,78;68,33;0,03;81,11;GAM;160005;GS;T08;VEN;OMR
AUTO34877;29/9/2023;29/9/2023;;Collecte;nlz4jniqc3;GS_T06_LE GUA MIRIBEL_VEN_CS_124006;5207;2880;879;;;0;12,22;93,37;;105,59;GAM;124006;GS;T06;VEN;CS
AUTO34878;29/9/2023;29/9/2023;;Collecte;9tcc9i42vm;GS_T07_ST PAUL DE VARC_VEN_CS_160002;64;231;787;;64;0;0,02;91,3;0,02;91,32;GAM;160002;GS;T07;VEN;CS
AUTO34879;29/9/2023;29/9/2023;29/9/2023;Collecte;uqvjh3gzxu;SUD_T09_IDENTIF_VEN_OMR_120062;8995;35;1931;;125;16771;11,09;51,41;0,02;62,5;GAM;120062;SUD;T09;VEN;OMR
AUTO34885;29/9/2023;29/9/2023;;Collecte;7nHTChwECF;;11191;522;;;356;0;12,71;57,37;0,18;70,08;GAM;;;;;
AUTO34880;29/9/2023;29/9/2023;29/9/2023;Collecte;u16rgi3exd;SUD_T05_GRE CP ECH COL_VEN_OMR_120030;9437;362;;;58;17102;10,36;47,38;0,04;57,74;GAM;120030;SUD;T05;VEN;OMR
AUTO34886;29/9/2023;29/9/2023;;Collecte;3vd60rp65f;;1767;1105;5691;;;0;2,96;47,33;;50,29;GAM;;;;;
AUTO34881;29/9/2023;29/9/2023;;Collecte;59av7mpv00;SUD_T08_IDENTIF_VEN_OMR_120060;8365;999;514;;103;0;11,8;23,94;0,12;35,74;GAM;120060;SUD;T08;VEN;OMR
AUTO34882;29/9/2023;29/9/2023;;Collecte;1t8IcmYe1z;SUD_T09_IDENTIF_VEN_OMR_120062;10452;529;4021;;107;0;11,5;30,09;0,02;41,59;GAM;120062;SUD;T09;VEN;OMR
AUTO34883;29/9/2023;29/9/2023;29/9/2023;Collecte;tlgnhaw79b;SUD_T03_ECH COLL V_VEN_OMR_120036;5746;382;;;53;12808;7,03;17,16;0,03;24,19;GAM;120036;SUD;T03;VEN;OMR
AUTO34884;29/9/2023;29/9/2023;;Collecte;57igmhyovd;SUD_T MINI_PN GRE ECH CLX PCLX_ VEN_OMR_120067;102;241;3879;;102;0;0,14;44,56;0,14;44,7;GAM;120067;SUD;T MINI; VEN;OMR
AUTO34888;29/9/2023;29/9/2023;29/9/2023;Collecte;ii2vc21row;;20;59;796;;20;7856;0,01;27,09;0,01;27,1;GAM;;;;;
AUTO34887;29/9/2023;29/9/2023;;Collecte;a4rn5sg8yd;TEST SUD_T05_ECH COM IMP V_MER_CS_120058;7234;60;582;;144;0;10,39;36,25;0,11;46,64;GAM;120058;TEST SUD;T05;MER;CS
AUTO34890;29/9/2023;29/9/2023;;Collecte;ux94b14wke;;0;476;2300;;;0;0;11,08;;11,08;GAM;;;;;
AUTO34891;29/9/2023;29/9/2023;29/9/2023;Collecte PAV;Mbtg7C288o;;0;699;;;;946;0;0,62;;0,62;GAM;;;;;
AUTO34892;29/9/2023;29/9/2023;;Transport;5eitxzjt9l;;0;6703;7359;;;0;0;63,68;;63,68;GAM;;;;;
AUTO34893;29/9/2023;29/9/2023;;Transport;m6n5m046hj;;1684;7654;1115;;1684;0;0,55;54,56;0,55;55,11;GAM;;;;;
AUTO34894;29/9/2023;29/9/2023;;Transport;aef992hscu;;559;1806;3280;;559;0;0,29;93,42;0,29;93,71;GAM;;;;;
AUTO34889;29/9/2023;29/9/2023;29/9/2023;Collecte;dcw2igdtrd;SUD_T MINI_PN GRE ECH CLX PCLX_ MAR_OMR_120067;0;60;;;49;38;0;0,03;0,02;0,03;GAM;120067;SUD;T MINI; MAR;OMR
AUTO34895;29/9/2023;29/9/2023;;Collecte;ii2vc21row;;0;1650;;;;0;0;4,4;;4,4;GAM;;;;;
AUTO113449;29/9/2023;29/9/2023;29/9/2023;Collecte;ZwYrotlxXp;SMH CENTRE / NOYAREY 1726 VEN DALIM;0;;;;;8638;0;47,06;;47,06;Eco-dechet;;;;;
AUTO113459;29/9/2023;29/9/2023;;Collecte;La6X1LIsmI;SUD_T04_EYBENS BAS_MER_CS_323;0;;;;;0;0;60,53;;60,53;Eco-dechet;;;;;
AUTO113478;29/9/2023;29/9/2023;29/9/2023;Collecte;g6Qe0CSkCl;;0;;;;;29062;0;54,06;;54,06;Eco-dechet;;;;;
AUTO113468;29/9/2023;29/9/2023;;Collecte;6C1GvVqYtY;GRE-T6 LA TRONCHE_VEN_DALIM_1723;0;;;;;0;0;81,75;;81,75;Eco-dechet;;;;;
AUTO113471;29/9/2023;29/9/2023;;Collecte;G9r6AqnDss;FONTAINE/SMLV 1730 VEN DALIM V2;0;;;;;0;0;76,1;;76,1;Eco-dechet;;;;;
AUTO113474;29/9/2023;29/9/2023;;Collecte;FKMniUL5qh;GRE Ouest 3 / Seys 1715 VEN;0;;;;;0;0;27,21;;27,21;Eco-dechet;;;;;
AUTO113476;29/9/2023;29/9/2023;29/9/2023;Collecte;zfpM2tUEF0;SUD_T04_VEUREY V EYBENS POISAT_VEN_OMR_983;0;;;;;357;0;1,5;;1,5;Eco-dechet;;;;;
AUTO113493;29/9/2023;29/9/2023;29/9/2023;Collecte;puQvmYIKhZ;;0;;;;;9889;0;57,45;;57,45;Eco-dechet;;;;;
AUTO113497;29/9/2023;29/9/2023;;Collecte;lmRULFOu4I;;0;;;;;0;0;40,6;;40,6;Eco-dechet;;;;;
AUTO113504;29/9/2023;29/9/2023;;Collecte;iQvIyo4QsY;;0;;;;;0;0;37,09;;37,09;Eco-dechet;;;;;
AUTO113508;29/9/2023;29/9/2023;;Collecte;iQvIyo4QsY;;0;;;;;0;0;10,25;;10,25;Eco-dechet;;;;;
AUTO113952;5/10/2023;5/10/2023;5/10/2023;Collecte PAV;JUwURvUpdr;CAMPUS - OMR - M-J-S;0;;;;;25964;0;62,86;;62,86;Eco-dechet;;;;;
AUTO113998;5/10/2023;5/10/2023;5/10/2023;Collecte;g6Qe0CSkCl;;0;;;;;26026;0;61,59;;61,59;Eco-dechet;;;;;
AUTO114003;5/10/2023;5/10/2023;;Collecte;nZpkUZ9xvj;;0;;;;;0;0;57,16;;57,16;Eco-dechet;;;;;
AUTO113982;5/10/2023;5/10/2023;5/10/2023;Collecte;ZwYrotlxXp;SMH SO 1711 JEU DALIM;0;;;;;7430;0;26,86;;26,86;Eco-dechet;;;;;
