CODE;DATE_COLLECTE;DATE_HEURE_DEBUT;DATE_HEURE_FIN;MISSION;IMMAT;LIBELLE_CIRCUIT;TEMPS_D_ACTIVITE;TEMPS_D_ARRET;TEMPS_DE_MOTEUR_OFF;TEMPS_DE_PAUSE;TEMPS_DE_MARCHE_ARRIERE;TEMPS_DE_SERVICE;KM_D_ACTIVITE;KM_DE_HLP;KM_DE_MARCHE_ARRIERE;KM_DE_SERVICE;SOURCE;CODE_CIRCUIT;SECTEUR_CIRCUIT;TOURNEE_CIRCUIT;JOURS_CIRCUIT;FLUX_CIRCUIT
AUTO32553;17/8/2023;17/8/2023;17/8/2023;Collecte;h7qn96fkxd;NE_T07_SMH IND+COLL_JEU_OMR_101013;9114;1043;1492;;;16487;13,94;18,37;;32,31;GAM;101013;NE;T07;JEU;OMR
AUTO32554;17/8/2023;17/8/2023;17/8/2023;Collecte;sjqx4xjr33;NO_T05_SEYSSINET VERC_JEU_OMR_134009;9579;194;1316;;82;16058;24,14;50,53;0,05;74,67;GAM;134009;NO;T05;JEU;OMR
AUTO32556;17/8/2023;17/8/2023;17/8/2023;Collecte;ighzc1n730;NO_T04_SASSENAGE_JEU_CS_133004;2674;290;;;;17186;3,4;29,21;;32,61;GAM;133004;NO;T04;JEU;CS
AUTO32555;17/8/2023;17/8/2023;17/8/2023;Collecte;3xwgytolne;NO_T16_20EME POLLUEES_JEU_CS P_152000;239;4163;;;239;20360;0,14;61,6;0,14;61,74;GAM;152000;NO;T16;JEU;CS P
AUTO32557;17/8/2023;17/8/2023;;Collecte;0jbxz085fw;NO_T10_GRE VALLIER_LUN JEU_CS_151010;0;721;7091;;;0;0;51,37;;51,37;GAM;151010;NO;T10;LUN JEU;CS
AUTO32558;17/8/2023;17/8/2023;;Collecte;duh6ayfpwb;NO_T09_GRE MARTYRS_LUN JEU_CS_151005;2957;1727;5521;;;0;3,45;33,05;;36,5;GAM;151005;NO;T09;LUN JEU;CS
AUTO32559;17/8/2023;17/8/2023;17/8/2023;Collecte;g4tx3nrqg0;NO_T14_GRE EAUX C_LUN JEU_CS_151007;0;60;;;;6454;0;12,61;;12,61;GAM;151007;NO;T14;LUN JEU;CS
AUTO32560;17/8/2023;17/8/2023;;Collecte;7lqyjw34p3;NO_T08_ST MARTIN LE VI_JEU_CS_143008;7034;60;2526;;114;0;12,48;34,63;0,07;47,11;GAM;143008;NO;T08;JEU;CS
AUTO32561;17/8/2023;17/8/2023;17/8/2023;Collecte;48siz8x96i;NE_T10_GRE HUGO TEISSEIRE_LUN JEU_OMR_110008;2963;112;;;;7283;4,31;10,56;;14,87;GAM;110008;NE;T10;LUN JEU;OMR
AUTO32562;17/8/2023;17/8/2023;;Collecte;claael2j88;NO_T13_GRE CHORIER_LUN JEU_CS_151004;42;2053;2680;;42;0;0,01;43,52;0,01;43,53;GAM;151004;NO;T13;LUN JEU;CS
AUTO32573;17/8/2023;17/8/2023;;Collecte;1hx5205tl5;;0;1023;6958;;;0;0;38,56;;38,56;GAM;;;;;
AUTO32563;17/8/2023;17/8/2023;;Collecte;o4d9t8p252;NE_T09_SMH IND+ COLL_JEU_OMR_101015;8672;214;5073;;30;0;13,41;22,73;0;36,14;GAM;101015;NE;T09;JEU;OMR
AUTO32564;17/8/2023;17/8/2023;17/8/2023;Collecte;qshw7egqjb;NE_T16_GRE BROC VILLEBOIS POT_LUN JEU_OMR_110025;6712;1589;624;;115;17006;8,32;27,36;0,02;35,68;GAM;110025;NE;T16;LUN JEU;OMR
AUTO32565;17/8/2023;17/8/2023;;Collecte;vhxnkra4on;NE_T05_SMH IND+COLL_JEU_OMR_101023;8728;235;2883;;;0;14,29;27,87;;42,16;GAM;101023;NE;T05;JEU;OMR
AUTO32574;17/8/2023;17/8/2023;;Collecte;770oxit9ng;;0;1248;1270;;;0;0;73,97;;73,97;GAM;;;;;
AUTO32566;17/8/2023;17/8/2023;;Collecte;bat8lwethv;NE_T12_GRE REY ABBAYE_LUN JEU_OMR_110007;0;757;4144;;;0;0;23,15;;23,15;GAM;110007;NE;T12;LUN JEU;OMR
AUTO32575;17/8/2023;17/8/2023;17/8/2023;Collecte;egru8o9gip;;691;4;470;;;1768;0,46;7,7;;8,16;GAM;;;;;
AUTO32567;17/8/2023;17/8/2023;17/8/2023;Collecte;FnZSedjmt4;NE_T18_GRE ESPLANADE J JAURES_LUN JEU_OMR_110021;5798;15;;;;6938;8,07;6,83;;14,9;GAM;110021;NE;T18;LUN JEU;OMR
AUTO32579;17/8/2023;17/8/2023;;Collecte;eiffgae8rm;;8064;745;2250;;256;0;13,3;13,26;0,15;26,56;GAM;;;;;
AUTO32577;17/8/2023;17/8/2023;;Collecte;7gzsssozgf;;492;771;3864;;219;0;0,5;59,29;0,09;59,79;GAM;;;;;
AUTO32580;17/8/2023;17/8/2023;;Collecte;v8ciubqaen;;0;186;2953;;;0;0;24,39;;24,39;GAM;;;;;
AUTO32578;17/8/2023;17/8/2023;;Collecte;pvqkjig664;;0;892;5912;;;0;0;26,95;;26,95;GAM;;;;;
AUTO32568;17/8/2023;17/8/2023;;Collecte;xbq43ggoqh;NE_T10_GRE HUGO TEISSEIRE_LUN JEU_OMR_110008;5196;175;6547;;190;0;5,89;18,1;0,09;23,99;GAM;110008;NE;T10;LUN JEU;OMR
AUTO32569;17/8/2023;17/8/2023;;Collecte;g8k9apcqfs;NE_T14_GRE VERDUN JOUHAUX_JEU_OMR_110009;0;348;5759;;;0;0;29,36;;29,36;GAM;110009;NE;T14;JEU;OMR
AUTO32570;17/8/2023;17/8/2023;;Collecte;9zz5ph3zpi;NE_T13_GRE ST URS HOCHE J ARC_ LUN JEU_OMR_110015;220;473;6017;;220;0;0,07;30,31;0,07;30,38;GAM;110015;NE;T13; LUN JEU;OMR
AUTO32581;17/8/2023;17/8/2023;;Collecte;BqsVQSMm80;;6729;217;6796;;59;0;6,92;11,78;0,04;18,7;GAM;;;;;
AUTO32571;17/8/2023;17/8/2023;;Collecte;oF7I4xGfPC;NE_T17_GRE GRENETTE MALHERBE_LUN JEU_OMR_110006;8807;241;2910;;86;0;7,89;20,92;0,09;28,81;GAM;110006;NE;T17;LUN JEU;OMR
AUTO32582;17/8/2023;17/8/2023;;Collecte;fknz9lrv64;;0;794;7145;;;0;0;37,09;;37,09;GAM;;;;;
AUTO32576;17/8/2023;17/8/2023;;Collecte;egru8o9gip; TEST NE_T08_SMH COLLECTIF_LUN_OMR_101014 estivale;6155;317;5210;;97;0;15;33,32;0,06;48,32;GAM;; TEST NE;T08;LUN;OMR
AUTO32660;18/8/2023;18/8/2023;;Collecte;tlgnhaw79b;SUD_T03_ECH COLL V_VEN_OMR_120036;9864;1889;;;96;0;10,35;38,39;0,02;48,74;GAM;120036;SUD;T03;VEN;OMR
AUTO32670;18/8/2023;18/8/2023;;Collecte;72hgb55djb;;0;747;;;;0;0;66,78;;66,78;GAM;;;;;
AUTO32672;18/8/2023;18/8/2023;;Collecte PAV;37ix70x3dv;;27;2026;4469;;27;0;0,02;54,5;0,02;54,52;GAM;;;;;
AUTO32661;18/8/2023;18/8/2023;18/8/2023;Collecte PAV;cewxgzybhe;test pav;225;8777;2809;;225;18400;0,2;51,55;0,2;51,75;GAM;;test pav;;;
AUTO32662;18/8/2023;18/8/2023;;Collecte;a4rn5sg8yd;SUD_T MINI_PN GRE ECH CLX PCLX_ VEN_OMR_120067;5036;60;;;46;0;7,03;29;0,04;36,03;GAM;120067;SUD;T MINI; VEN;OMR
AUTO32663;18/8/2023;18/8/2023;18/8/2023;Collecte;y2qwjva4su;GS_T08_VIZILLE_VEN_OMR_160005;7079;60;;;34;9602;13,39;15,7;0,02;29,09;GAM;160005;GS;T08;VEN;OMR
AUTO32674;18/8/2023;18/8/2023;;Collecte;9tcc9i42vm;;0;60;314;;;0;0;5,25;;5,25;GAM;;;;;
AUTO32676;18/8/2023;18/8/2023;;Collecte PAV;Mbtg7C288o;;132;3837;;;132;0;0,05;84,01;0,05;84,06;GAM;;;;;
AUTO32665;18/8/2023;18/8/2023;18/8/2023;Collecte PAV;ho0t7l1jay;TEST PAV_1771_VALMY LA LUIRE_MER_CS_170005;221;6835;328;;221;13952;0,13;60,3;0,13;60,43;GAM;170005;TEST PAV;1771;MER;CS
AUTO32673;18/8/2023;18/8/2023;;Collecte;7lqyjw34p3;NO_T08_ST MARTIN LE VI_VEN_OMR_143008;3400;57;714;;24;0;6,33;37,46;0,03;43,79;GAM;143008;NO;T08;VEN;OMR
AUTO32675;18/8/2023;18/8/2023;;Collecte;57igmhyovd;SUD_T MINI_PN GRE ECH CLX PCLX_ VEN_OMR_120067;39;60;760;;39;0;0,05;31,77;0,05;31,82;GAM;120067;SUD;T MINI; VEN;OMR
AUTO32677;18/8/2023;18/8/2023;;Collecte;3vd60rp65f;;1844;1564;;;;0;2,16;59,46;;61,62;GAM;;;;;
AUTO32679;18/8/2023;18/8/2023;;Collecte;nlz4jniqc3;;210;;;;;0;0,27;20,68;;20,95;GAM;;;;;
AUTO32680;18/8/2023;18/8/2023;;Transport;5eitxzjt9l;;0;5250;;;;0;0;30,91;;30,91;GAM;;;;;
AUTO32678;18/8/2023;18/8/2023;18/8/2023;Collecte;j364urbaz5;NE_T01_TRONC MEY S2_MAR VEN_CS_110004;988;60;;;30;2310;0,78;5,49;0,01;6,27;GAM;110004;NE;T01;MAR VEN;CS
AUTO32681;18/8/2023;18/8/2023;;Collecte;bba8ef2dvl;;48;47;555;;48;0;0,01;32,02;0,01;32,03;GAM;;;;;
AUTO32682;18/8/2023;18/8/2023;;Transport;aef992hscu;;436;541;2025;;436;0;0,16;50,69;0,16;50,85;GAM;;;;;
AUTO32683;18/8/2023;18/8/2023;;Transport;m6n5m046hj;;304;795;;;304;0;0,15;41,87;0,15;42,02;GAM;;;;;
AUTO32684;19/8/2023;19/8/2023;;Transport;Bj5S5eVr9N;;374;3295;4647;;374;0;0,18;64,37;0,18;64,55;GAM;;;;;
AUTO32685;19/8/2023;19/8/2023;;Collecte;72hgb55djb;;0;275;;;;0;0;29,41;;29,41;GAM;;;;;
AUTO32686;19/8/2023;19/8/2023;;Transport;5eitxzjt9l;;0;13401;4448;;;0;0;76,63;;76,63;GAM;;;;;
AUTO32687;19/8/2023;19/8/2023;;Transport;m6n5m046hj;;516;1438;3103;;516;0;0,27;79,04;0,27;79,31;GAM;;;;;
AUTO32688;20/8/2023;20/8/2023;;Collecte;nczhm372sk;;0;1929;;;;0;0;27,83;;27,83;GAM;;;;;
AUTO32689;21/8/2023;21/8/2023;21/8/2023;Collecte;chy6rxpckl;GS_T04_NDM CHPDRAC_LUN_OMR;0;502;263;;;16949;0;51,23;;51,23;GAM;;GS;T04;LUN;OMR
AUTO32690;21/8/2023;21/8/2023;;Collecte;0jbxz085fw;NO_T10_GRE VALLIER_MAR_OMR_151010;0;1597;4592;;;0;0;33,3;;33,3;GAM;151010;NO;T10;MAR;OMR
AUTO32691;21/8/2023;21/8/2023;21/8/2023;Collecte;87haddx1cc;GS_T03_JARRIE SECTEUR 1 COLL_LUN_OMR;486;431;;;486;20592;0,53;55,56;0,53;56,09;GAM;;GS;T03;LUN;OMR
AUTO32692;21/8/2023;21/8/2023;21/8/2023;Collecte;egru8o9gip;NE_T04_MURIA SMH MUR_LUN_OMR_116011;8096;56;780;;71;17156;17,53;39,24;0,04;56,77;GAM;116011;NE;T04;LUN;OMR
AUTO32693;21/8/2023;21/8/2023;21/8/2023;Collecte;912yxz768z;GS_T01_MTCHB STBS CHPG_LUN_OMR;9262;60;1358;;65;19171;17,79;57,08;0,03;74,87;GAM;;GS;T01;LUN;OMR
AUTO32694;21/8/2023;21/8/2023;21/8/2023;Collecte;ukgs1JXztl;NO_T02_FONTAINE_LUN_CS_131003;9992;392;;;;12081;16,36;6,28;;22,64;GAM;131003;NO;T02;LUN;CS
AUTO32695;21/8/2023;21/8/2023;21/8/2023;Collecte;h7qn96fkxd;NE_T07_SMH COLLECTIF_LUN_OMR_101013;9955;944;;;;18458;14,6;29,73;;44,33;GAM;101013;NE;T07;LUN;OMR
AUTO32697;21/8/2023;21/8/2023;;Collecte;uzqctwc7pp;NE_T19_GRE CONDORCET G RAMBAUD_LUN JEU_OMR_110022;30;466;5643;;30;0;0,02;20,99;0,02;21,01;GAM;110022;NE;T19;LUN JEU;OMR
AUTO32696;21/8/2023;21/8/2023;;Collecte;AhnI9sMNTj;NO_T01_FONTAINE_LUN_CS_131001;11450;605;2429;;76;0;15,16;46,18;0,09;61,34;GAM;131001;NO;T01;LUN;CS
AUTO32699;21/8/2023;21/8/2023;;Collecte;j364urbaz5;NE_T01_TRONC MEYS2_LUN JEU_OMR_110004;11983;284;;;135;0;20,01;14,67;0,05;34,68;GAM;110004;NE;T01;LUN JEU;OMR
AUTO32698;21/8/2023;21/8/2023;21/8/2023;Collecte;pgf8clwyux;NO_T06_ST EGREVE N_LUN JEU_CS_142006;70;280;2474;;70;18087;0,08;67,25;0,08;67,33;GAM;142006;NO;T06;LUN JEU;CS
AUTO32719;21/8/2023;21/8/2023;;Collecte;y7gjux7fmc;;7521;3207;4967;;53;0;9,86;47,84;0,03;57,7;GAM;;;;;
AUTO32700;21/8/2023;21/8/2023;21/8/2023;Collecte;3xwgytolne;NO_T16_20EME POLLUEES_LUN_CS P_152000;132;539;;;132;15741;0,11;67,8;0,11;67,91;GAM;152000;NO;T16;LUN;CS P
AUTO32701;21/8/2023;21/8/2023;21/8/2023;Collecte;bba8ef2dvl;NO_T03_SASSENAGE FONT_LUN_CS_130011;8616;71;3766;;168;16199;12,98;33,81;0,18;46,79;GAM;130011;NO;T03;LUN;CS
AUTO32702;21/8/2023;21/8/2023;;Collecte;htl2qtq856;GS_T02_CASERNE VARCES_LUN_OMR_160009;8277;60;958;;33;0;15,72;72,3;0,01;88,02;GAM;160009;GS;T02;LUN;OMR
AUTO32703;21/8/2023;21/8/2023;21/8/2023;Collecte;sjqx4xjr33;NO_T05_SEYSSINET VERC_LUN_OMR_134009;11270;48;927;;63;17156;28,09;43,93;0,04;72,02;GAM;134009;NO;T05;LUN;OMR
AUTO32704;21/8/2023;21/8/2023;21/8/2023;Collecte;o4d9t8p252;NE_T09_SMH COLLECTIF_LUN_OMR_101015;7541;976;3281;;76;18549;11;31,45;0,05;42,45;GAM;101015;NE;T09;LUN;OMR
AUTO32705;21/8/2023;21/8/2023;21/8/2023;Collecte;duh6ayfpwb;NO_T09_GRE MARTYRS_LUN JEU_CS_151005;0;;;;;235;0;0,01;;0,01;GAM;151005;NO;T09;LUN JEU;CS
AUTO32707;21/8/2023;21/8/2023;;Collecte;ih6g9vhdlz;NO_T07_ST EGREVE SUD_LUN_CS_142007;76;740;491;;76;0;0,06;59,31;0,06;59,37;GAM;142007;NO;T07;LUN;CS
AUTO32706;21/8/2023;21/8/2023;21/8/2023;Collecte;48siz8x96i;NE_T10_GRE HUGO TEISSEIRE_LUN JEU_OMR_110008;5229;192;550;;15;11594;6,48;23,2;0,01;29,68;GAM;110008;NE;T10;LUN JEU;OMR
AUTO32721;21/8/2023;21/8/2023;;Collecte;g4tx3nrqg0;;0;682;1709;;;0;0;45,86;;45,86;GAM;;;;;
AUTO32708;21/8/2023;21/8/2023;;Collecte;ighzc1n730;NO_T04_SASSENAGE_LUN_CS_133004;3974;251;;;;0;6,35;60,5;;66,85;GAM;133004;NO;T04;LUN;CS
AUTO32722;21/8/2023;21/8/2023;;Collecte;1hx5205tl5;;0;1310;4099;;;0;0;37,66;;37,66;GAM;;;;;
AUTO32709;21/8/2023;21/8/2023;;Collecte;bat8lwethv;NE_T12_GRE REY ABBAYE_LUN JEU_OMR_110007;0;1113;4924;;;0;0;22,31;;22,31;GAM;110007;NE;T12;LUN JEU;OMR
AUTO32710;21/8/2023;21/8/2023;21/8/2023;Collecte;claael2j88;NO_T13_GRE CHORIER_LUN JEU_CS_151004;36;1066;5070;;36;18514;0,01;40,81;0,01;40,82;GAM;151004;NO;T13;LUN JEU;CS
AUTO32711;21/8/2023;21/8/2023;;Collecte;duh6ayfpwb;NO_T09_GRE MARTYRS_LUN JEU_CS_151005;3453;609;962;;;0;3,33;45,61;;48,94;GAM;151005;NO;T09;LUN JEU;CS
AUTO32712;21/8/2023;21/8/2023;21/8/2023;Collecte;FnZSedjmt4;NE_T18_GRE ESPLANADE J JAURES_LUN JEU_OMR_110021;6538;55;;;28;7957;8,45;6,02;0,01;14,47;GAM;110021;NE;T18;LUN JEU;OMR
AUTO32726;21/8/2023;21/8/2023;;Collecte;eiffgae8rm;;8286;678;2419;;220;0;11,41;14,92;0,14;26,33;GAM;;;;;
AUTO32727;21/8/2023;21/8/2023;;Collecte;v8ciubqaen;;0;661;5686;;;0;0;36,6;;36,6;GAM;;;;;
AUTO32713;21/8/2023;21/8/2023;21/8/2023;Collecte;jvdwb1fexp; TEST NE_T08_SMH COLLECTIF_LUN_OMR_101014 estivale;78;392;4315;;;12915;0,2;32,97;;33,17;GAM;; TEST NE;T08;LUN;OMR
AUTO32714;21/8/2023;21/8/2023;;Collecte;9zz5ph3zpi;NE_T13_GRE ST URS HOCHE J ARC_ LUN JEU_OMR_110015;242;2225;5326;;242;0;0,02;27,48;0,02;27,5;GAM;110015;NE;T13; LUN JEU;OMR
AUTO32715;21/8/2023;21/8/2023;;Collecte;xbq43ggoqh;NE_T11_GRE QUAI ILE VERTE_LUN JEU_OMR_110002;5149;231;3040;;118;0;6,38;26,65;0,07;33,03;GAM;110002;NE;T11;LUN JEU;OMR
AUTO32716;21/8/2023;21/8/2023;;Collecte;qvjjsw3qoz;NE_T05_SMH COLLECTIF_LUN_OMR_101023;150;649;3031;;150;0;0,07;39,77;0,07;39,84;GAM;101023;NE;T05;LUN;OMR
AUTO32717;21/8/2023;21/8/2023;;Collecte;oF7I4xGfPC;NE_T17_GRE GRENETTE MALHERBE_LUN JEU_OMR_110006;6233;60;5587;;55;0;5,92;21,2;0,02;27,12;GAM;110006;NE;T17;LUN JEU;OMR
AUTO32718;21/8/2023;21/8/2023;;Collecte;BqsVQSMm80;NE_T15_GRE POULAT CASERNE BONNE_LUN JEU_OMR_110023;7252;60;4729;;124;0;6,83;21,26;0,03;28,09;GAM;110023;NE;T15;LUN JEU;OMR
AUTO32728;21/8/2023;21/8/2023;21/8/2023;Collecte;7gzsssozgf;;14;2080;1297;;14;10962;0,01;48,99;0,01;49;GAM;;;;;
AUTO32720;21/8/2023;21/8/2023;;Collecte;qshw7egqjb; TEST NE_T08_SMH COLLECTIF_LUN_OMR_101014 estivale;4830;82;7581;;98;0;4,93;28,79;0,02;33,72;GAM;; TEST NE;T08;LUN;OMR
AUTO32723;21/8/2023;21/8/2023;21/8/2023;Collecte;sx65jiyczg;NE_T02_TRONC MEYav t_LUN_OMR_114002;91;850;3571;;91;15153;0,02;30,88;0,02;30,9;GAM;114002;NE;T02;LUN;OMR
AUTO32724;21/8/2023;21/8/2023;;Collecte;7lqyjw34p3;NO_T08_ST MARTIN LE VI_LUN_CS_143008;10638;60;;;151;0;18,61;35,86;0,09;54,47;GAM;143008;NO;T08;LUN;CS
AUTO32725;21/8/2023;21/8/2023;;Collecte;g8k9apcqfs;NE_T14_GRE VERDUN JOUHAUX_LUN_OMR_110009;0;452;7824;;;0;0;15,63;;15,63;GAM;110009;NE;T14;LUN;OMR
AUTO32730;21/8/2023;21/8/2023;;Collecte;fknz9lrv64;;0;642;1668;;;0;0;67,16;;67,16;GAM;;;;;
AUTO32729;21/8/2023;21/8/2023;;Collecte;59av7mpv00;SUD_T08_IDENTIF_LUN_CS_120059;12097;60;;;90;0;12,59;21,03;0,02;33,62;GAM;120059;SUD;T08;LUN;CS
AUTO32731;21/8/2023;21/8/2023;21/8/2023;Collecte;7nHTChwECF;SUD_T04_ECH COLL RD_LUN_CS_120006;9358;537;2698;;373;20556;12,59;35,51;0,15;48,1;GAM;120006;SUD;T04;LUN;CS
AUTO32732;21/8/2023;21/8/2023;;Collecte;j1h4gptjli;GS_T06_VIF 1_LUN_OMR_129016;7495;903;2168;;83;0;21,66;82,87;0,04;104,53;GAM;129016;GS;T06;LUN;OMR
AUTO32733;21/8/2023;21/8/2023;21/8/2023;Collecte;dcw2igdtrd;SUD_T01_ECH COLL_LUN_CS_120005;0;;;;;1233;0;0;;0;GAM;120005;SUD;T01;LUN;CS
AUTO32734;21/8/2023;21/8/2023;;Collecte;9tcc9i42vm;GS_T06_VIF 1_LUN_OMR_129016;149;194;;;149;0;0,08;92,08;0,08;92,16;GAM;129016;GS;T06;LUN;OMR
AUTO32735;21/8/2023;21/8/2023;;Collecte;a4rn5sg8yd;SUD_T12R_PONT CLAIX OUEST_LUN_OMR_120048;19087;60;534;;277;0;26,73;72,45;0,28;99,18;GAM;120048;SUD;T12R;LUN;OMR
AUTO32736;21/8/2023;21/8/2023;;Collecte;ro9qinohi0;SUD_T03_ECH COLL_LUN_CS_120035;37;3124;23485;;37;0;0,02;3,76;0,02;3,78;GAM;120035;SUD;T03;LUN;CS
AUTO32737;21/8/2023;21/8/2023;21/8/2023;Collecte;y2qwjva4su;GS_T08_VIZILLE_LUN_OMR_160005;8545;225;;;80;13742;13,65;41,36;0,04;55,01;GAM;160005;GS;T08;LUN;OMR
AUTO32738;21/8/2023;21/8/2023;21/8/2023;Collecte;tlgnhaw79b;SUD_T03_ECH COLL_LUN_CS_120035;4202;487;;;29;11229;4,76;17,64;0,03;22,4;GAM;120035;SUD;T03;LUN;CS
AUTO32739;21/8/2023;21/8/2023;21/8/2023;Collecte;dcw2igdtrd;SUD_T11_IDENTIF_LUN_CS_120065;20;188;4229;;20;16264;0;42,27;0;42,27;GAM;120065;SUD;T11;LUN;CS
AUTO32743;21/8/2023;21/8/2023;;Collecte;ikv5vt40ba;;75;588;1015;;75;0;0,01;44,65;0,01;44,66;GAM;;;;;
AUTO32740;21/8/2023;21/8/2023;21/8/2023;Collecte;1t8IcmYe1z;SUD_T09_IDENTIF_LUN_CS_120061;11357;183;2020;;168;17111;11,55;13,83;0,03;25,38;GAM;120061;SUD;T09;LUN;CS
AUTO32745;21/8/2023;21/8/2023;;Collecte;72hgb55djb;;0;2489;414;;;0;0;92,1;;92,1;GAM;;;;;
AUTO32589;17/8/2023;17/8/2023;;Transport;Bj5S5eVr9N;;1330;4921;2476;;1330;0;0,33;63,66;0,33;63,99;GAM;;;;;
AUTO32583;17/8/2023;17/8/2023;;Collecte;59av7mpv00;SUD_T08_IDENTIF_JEU_CS_120060;9438;318;;;56;0;11,69;23,63;0,01;35,32;GAM;120060;SUD;T08;JEU;CS
AUTO32584;17/8/2023;17/8/2023;;Collecte;j1h4gptjli;GS_T06_VIF 1_JEU_OMR_129016;6772;60;592;;59;0;14,97;81,1;0,02;96,07;GAM;129016;GS;T06;JEU;OMR
AUTO32585;17/8/2023;17/8/2023;17/8/2023;Collecte;9tcc9i42vm;GS_T07_VIF 2_JEU_OMR_129016;94;30;;;94;13953;0,02;87,57;0,02;87,59;GAM;129016;GS;T07;JEU;OMR
AUTO32586;17/8/2023;17/8/2023;;Collecte;oxe1pddfqt;SUD_T11_IDENTIF_JEU_CS_120066;9297;60;4312;;41;0;12,92;34,08;0,03;47;GAM;120066;SUD;T11;JEU;CS
AUTO32587;17/8/2023;17/8/2023;17/8/2023;Collecte;y2qwjva4su;GS_T08_VIZILLE_JEU_OMR_160005;7934;60;;;28;13749;18,56;62,51;0;81,07;GAM;160005;GS;T08;JEU;OMR
AUTO32588;17/8/2023;17/8/2023;17/8/2023;Collecte;tlgnhaw79b;SUD_T03_ECH COLL V_JEU_CS_120036;5102;1;;;;11086;7,2;15,35;;22,55;GAM;120036;SUD;T03;JEU;CS
AUTO32594;17/8/2023;17/8/2023;17/8/2023;Collecte PAV;37ix70x3dv;;38;2976;4554;;38;16205;0,03;80,81;0,03;80,84;GAM;;;;;
AUTO32596;17/8/2023;17/8/2023;;Collecte;7nHTChwECF;;8505;263;4679;;193;0;14,77;38,03;0,12;52,8;GAM;;;;;
AUTO32598;17/8/2023;17/8/2023;;Collecte;ikv5vt40ba;;203;2134;516;;203;0;0,05;42,03;0,05;42,08;GAM;;;;;
AUTO32590;17/8/2023;17/8/2023;17/8/2023;Collecte PAV;8qtjzvpvsd;test pav;178;4651;1916;;178;13025;0,15;64,18;0,15;64,33;GAM;;test pav;;;
AUTO32599;17/8/2023;17/8/2023;;Collecte;u16rgi3exd;;7848;1517;594;;143;0;10,24;39,74;0,08;49,98;GAM;;;;;
AUTO32595;17/8/2023;17/8/2023;;Collecte;HHrKcPoPW1;;10550;430;1652;;170;0;18,55;47,06;0,06;65,61;GAM;;;;;
AUTO32597;17/8/2023;17/8/2023;;Collecte;dcw2igdtrd;;48;1058;1927;;48;0;0,03;50,88;0,03;50,91;GAM;;;;;
AUTO32600;17/8/2023;17/8/2023;;Collecte;nczhm372sk;;0;563;;;;0;0;80,51;;80,51;GAM;;;;;
AUTO32591;17/8/2023;17/8/2023;;Collecte;1t8IcmYe1z;SUD_T09_IDENTIF_JEU_CS_120062;9324;60;3651;;28;0;10,56;22,64;0;33,2;GAM;120062;SUD;T09;JEU;CS
AUTO32592;17/8/2023;17/8/2023;;Collecte;a4rn5sg8yd;SUD_T12_PONT CL EST ZA_JEU_OMR_120045;7556;1307;;;98;0;13,52;39,63;0,06;53,15;GAM;120045;SUD;T12;JEU;OMR
AUTO32593;17/8/2023;17/8/2023;17/8/2023;Collecte;g4tx3nrqg0;NO_T14_GRE EAUX C_LUN JEU_CS_151007;0;60;;;;2174;0;3,59;;3,59;GAM;151007;NO;T14;LUN JEU;CS
AUTO32601;17/8/2023;17/8/2023;;Collecte;g4tx3nrqg0;NO_T14_GRE EAUX C_LUN JEU_CS_151007;0;60;2990;;;0;0;21,82;;21,82;GAM;151007;NO;T14;LUN JEU;CS
AUTO32605;17/8/2023;17/8/2023;;Collecte PAV;Mbtg7C288o;;181;5773;1521;;181;0;0,08;71,98;0,08;72,06;GAM;;;;;
AUTO32602;17/8/2023;17/8/2023;;Collecte;57igmhyovd;SUD_T MINI_PN GRE ECH CLX PCLX_JEU_CS_120067;23;60;;;23;0;0,04;10,65;0,04;10,69;GAM;120067;SUD;T MINI;JEU;CS
AUTO32603;17/8/2023;17/8/2023;17/8/2023;Collecte PAV;cewxgzybhe;test pav;0;;;;;30;0;0;;0;GAM;;test pav;;;
AUTO32604;17/8/2023;17/8/2023;17/8/2023;Collecte PAV;cewxgzybhe;TEST PAV_1771_LA LUIRE_MER_CS_170005;141;4321;;;141;7636;0,13;32,32;0,13;32,45;GAM;170005;TEST PAV;1771;MER;CS
AUTO32606;17/8/2023;17/8/2023;;Collecte;3vd60rp65f;;1496;846;;;;0;1,32;34,9;;36,22;GAM;;;;;
AUTO32607;17/8/2023;17/8/2023;;Transport;5eitxzjt9l;;0;10962;4671;;;0;0;79,25;;79,25;GAM;;;;;
AUTO32610;17/8/2023;17/8/2023;17/8/2023;Collecte PAV;ho0t7l1jay;;24;443;4095;;24;5259;0,02;7,92;0,02;7,94;GAM;;;;;
AUTO32608;17/8/2023;17/8/2023;17/8/2023;Collecte PAV;cewxgzybhe;TEST PAV_1771_VALMY LA LUIRE_MER_CS_170005;0;1756;3417;;;5826;0;6,64;;6,64;GAM;170005;TEST PAV;1771;MER;CS
AUTO32609;17/8/2023;17/8/2023;;Collecte;ighzc1n730;;0;;;;;0;0;41,12;;41,12;GAM;;;;;
AUTO32611;17/8/2023;17/8/2023;17/8/2023;Collecte PAV;ho0t7l1jay;test pav;0;;;;;49;0;0,21;;0,21;GAM;;test pav;;;
AUTO32612;17/8/2023;17/8/2023;17/8/2023;Collecte PAV;ho0t7l1jay;test pav;166;5332;;;166;9917;0,04;36,32;0,04;36,36;GAM;;test pav;;;
